frame,timestamp,qw,qx,qy,qz,tx,ty,tz,confidence
227,7.566667,-0.62476637,0.67977307,0.04395625,0.38163255,-0.015015,-0.101069,1.084426,0.8
228,7.6,-0.6253014,0.67940981,0.04395023,0.38140377,-0.015018,-0.101209,1.085862,0.8
229,7.633333,-0.62585246,0.6790325,0.04395929,0.38117075,-0.015023,-0.101327,1.086882,0.8
230,7.666667,-0.62660528,0.67845911,0.04408997,0.3809398,-0.015052,-0.101409,1.086942,0.8
231,7.7,-0.62740389,0.67784634,0.04420939,0.38070228,-0.015076,-0.101475,1.086836,0.8
232,7.733333,-0.62803231,0.67738233,0.04424403,0.38048792,-0.015079,-0.101558,1.08754,0.8
233,7.766667,-0.62863042,0.67693771,0.0442918,0.3802859,-0.015083,-0.101649,1.088386,0.8
234,7.8,-0.62930456,0.676421,0.04439968,0.38007773,-0.015098,-0.101737,1.088961,0.8
235,7.833333,-0.62996279,0.67591903,0.04449942,0.37986859,-0.015111,-0.101828,1.089604,0.8
236,7.866667,-0.63059422,0.67544427,0.04456504,0.37965763,-0.015116,-0.10195,1.090787,0.8
237,7.9,-0.63118637,0.67499284,0.04462905,0.37946895,-0.015123,-0.102072,1.091958,0.8
238,7.933333,-0.63170014,0.67462159,0.0446378,0.37927312,-0.015122,-0.102166,1.092928,0.8
239,7.966667,-0.63220995,0.67425941,0.04465037,0.37906618,-0.015124,-0.102256,1.093789,0.8
240,8.0,-0.63280341,0.67382035,0.04471036,0.37884953,-0.015137,-0.102369,1.094613,0.8
241,8.033333,-0.63338988,0.67339335,0.04474372,0.37862468,-0.015142,-0.10248,1.095549,0.8
242,8.066667,-0.63394217,0.67300183,0.04473724,0.37839721,-0.015143,-0.102566,1.096235,0.8
243,8.1,-0.63448684,0.67262068,0.04470702,0.37816552,-0.015145,-0.102657,1.096932,0.8
244,8.133333,-0.63500499,0.67225946,0.04467343,0.377942,-0.015147,-0.102756,1.0978,0.8
245,8.166667,-0.63560443,0.67182673,0.04468147,0.37770282,-0.015156,-0.102865,1.098614,0.8
246,8.2,-0.63618869,0.67140255,0.04470075,0.37747107,-0.015164,-0.102981,1.099579,0.8
247,8.233333,-0.63673597,0.67101156,0.04469288,0.37724439,-0.015169,-0.103119,1.100856,0.8
248,8.266667,-0.63728897,0.67062447,0.04464311,0.37700474,-0.015175,-0.103262,1.102057,0.8
249,8.3,-0.63783331,0.67023705,0.0445951,0.37677876,-0.015181,-0.103375,1.102917,0.8
250,8.333333,-0.63848517,0.66973346,0.04462818,0.3765662,-0.015198,-0.103479,1.103477,0.8
251,8.366667,-0.63925642,0.66911051,0.04473216,0.37635275,-0.015224,-0.103536,1.103219,0.8
252,8.4,-0.64008012,0.66845576,0.04482128,0.37610556,-0.015243,-0.103552,1.10252,0.8
253,8.433333,-0.640927,0.66778265,0.04491922,0.37584728,-0.01526,-0.103613,1.102476,0.8
254,8.466667,-0.6417911,0.66707554,0.04507295,0.37560996,-0.015283,-0.103684,1.102585,0.8
255,8.5,-0.64268138,0.66634675,0.0452308,0.37536227,-0.015302,-0.103735,1.102452,0.8
256,8.533333,-0.64357756,0.6656297,0.04534341,0.37508533,-0.015312,-0.103805,1.10263,0.8
257,8.566667,-0.6444684,0.66492607,0.04542301,0.37479402,-0.015317,-0.103882,1.102934,0.8
258,8.6,-0.64536001,0.66421222,0.04552327,0.37451332,-0.015326,-0.103933,1.102921,0.8
259,8.633333,-0.64631191,0.66343935,0.04565656,0.37422537,-0.015341,-0.103993,1.102921,0.8
260,8.666667,-0.64730596,0.66262658,0.0458111,0.37392829,-0.015357,-0.104048,1.102792,0.8
261,8.7,-0.64827348,0.6618259,0.04598646,0.37364852,-0.015374,-0.104083,1.102547,0.8
262,8.733333,-0.64924943,0.66101002,0.04617815,0.3733745,-0.015392,-0.104102,1.102064,0.8
